Case Number,Proceeding ID,Reserved Price (RM),Number of Properties in Auction,Auction Date/Time,Number of Auction,Deposit (Refundable),Address,Lot Number,Parcel Number,Storey Number,Building Number,State,Mukim,District,Coordinate GPS,Property Type,Land Title,Tenure,Built Up (Sf),Land Size (ft²),Land Size (m²),Reserved Area (Malay Reserve/Lot Bumi),Caveat,link,Document,Land Size (acre),Land Size (hectare)
KB-38-1139-12/2023,0cc8d1ea-4a1f-4cbe-97aa-c35e4c845462," RM 140,000.00",1,"18/04/2024, 09",1,"RM 14,000.00","No. 889, Lorong Teja 19, Taman Keladi Fasa II, 08000, Sungai Petani, Kedah",11362,N/A,N/A,N/A,Kedah,Sungai Petani,Kuala Muda,,Terrace,Building,Freehold,0,111.000000,111.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45936,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ef43b240-be93-4369-9127-225a0ea3a7c8&Inline=true,,
KB-38-1141-12/2023,a47f5cff-0a52-4d9f-85cd-c51aebe6fd97," RM 180,000.00",1,"18/04/2024, 09",1,"RM 18,000.00","NO. 100, LORONG CEMPAKA 4, TAMAN CEMPAKA, 08010, BUKIT SELAMBAU, Kedah",LOT 3493,N/A,N/A,N/A,Kedah,PEKAN BUKIT SELAMBAU,KUALA MUDA,,Terrace,Building,Freehold,"1,820","3,025.000000",281.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45884,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=9c9b08e3-4bfc-425a-9b28-360fbf6a3909&Inline=true,,
KB-38-1143-12/2023,e2287959-f8d8-40f8-ba6f-5f6b971f4860," RM 160,000.00",1,"18/04/2024, 09",1,"RM 16,000.00","NO. 99B, JALAN LEMBAH MERBOK 2/2,, TAMAN LEMBAH MERBOK, 08400, MERBOK, Kedah",PT 130,N/A,N/A,N/A,Kedah,BANDAR MERBUK,KUALA MUDA,,Terrace,Residential,Freehold,878,"1,400.000000",130.000000,PENGISYTIHARAN REZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45883,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b2fbbe27-db7d-43dd-97bd-ef5fc85f2476&Inline=true,,
KB-38-1147-12/2023,a59a5163-09f1-4ed6-900c-fc10649ab5be," RM 306,180.00",1,"18/04/2024, 09",1,"RM 30,618.00","NO. F-13, LINTANG BUKIT BAYU A-3,, TAMAN BUKIT BAYU, SUNGAI LALANG, 08100, BEDONG, Kedah",Lot 40214,,N/A,N/A,Kedah,BANDAR AMANJAYA,KUALA MUDA,,Town House,Residential,Freehold,"1,318","14,187.000000","1,318.000000",,,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45937,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=3bbad6b3-eff8-47e9-8025-add420166a40&Inline=true,,
KB-38-1155-12/2023,4624be23-e439-4950-999f-9b338aba925e," RM 238,500.00",1,"18/04/2024, 09",1,"RM 23,850.00","NO 177, JALAN DESA AMAN S 10/6, SEKSYEN 10, DESA AMAN, 09410, PADANG SERAI, Kedah",LOT 2446,N/A,N/A,N/A,Kedah,PEKAN PADANG MEHA,KULIM,,Terrace,Building,Freehold,0,"2,982.000000",277.000000,NOMBOR PERSERAHAN,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45786,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=aeecf6b9-538f-4886-aaaf-8e633960a3a4&Inline=true,,
KB-38-1157-12/2023,a3d2a1c0-99f1-4349-ab13-69bb6e318a5e," RM 175,500.00",1,"18/04/2024, 09",1,"RM 17,550.00","NO 886, JALAN KEMBOJA 33, BANDAR AMANJAYA, 08000, SUNGAI PETANI, Kedah",PT 2246,N/A,N/A,N/A,Kedah,BANDAR AMANJAYA,KUALA MUDA,,Terrace,Building,Freehold,0,"1,800.000000",167.200000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45938,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ff809c1d-dc5f-4c92-af06-767dbc9703c9&Inline=true,,
KB-38-1159-12/2023,5e1971e3-5fd2-4c6f-99f8-34005f8edb44," RM 180,000.00",1,"18/04/2024, 09",1,"RM 18,000.00","No.33, Lorong 11, Taman Gurun Jaya, 08300, Gurun, Kedah",Lot.No.488,N/A,N/A,N/A,Kedah,Seksyen 11,Bandar Gurun,,Terrace,Building,Freehold,0,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45939,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=77356342-ef46-4244-9ad9-572190abdba1&Inline=true,,
KB-38-1161-12/2023,64ddb00d-f30d-433a-bb05-a6afe91e7a94," RM 259,200.00",1,"18/04/2024, 09",1,"RM 25,920.00","NO. 1011, JALAN KELISA RIA 6/12, TAMAN KELISA RIA, 08000, SUNGAI PETANI, Kedah",LOT 586,N/A,N/A,N/A,Kedah,BANDAR AMANJAYA,KUALA MUDA,,Semi-Detached,Building,Freehold,"1,803","3,961.000000",368.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45845,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=beb29955-c637-4fcb-8709-07adfe5b5f5d&Inline=true,,
DA-38-58-01/2024,95fc22c5-8b6d-4638-8113-e5900f9fee54," RM 180,000.00",1,"18/04/2024, 09",1,"RM 18,000.00","LOT 2225 (PT 1202), MUKIM DEWAN, 16800, MACHANG, Kelantan",LOT 2225,N/A,N/A,N/A,Kelantan,DEWAN,JAJAHAN MACHANG,,Detached-House,Building,Freehold,0,"4,919.000000",457.000000,DI DALAM KAWASAN RIZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45670,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=2a58e60c-7529-487f-bea9-a075ed474991&Inline=true,,
DA-38-60-01/2024,4e301f77-1213-4115-9dd9-1e61bc526980," RM 45,000.00",1,"18/04/2024, 09",1,"RM 4,500.00","LOT 3321, TELEKONG, 18000, KUALA KRAI, Kelantan",LOT 3321,N/A,N/A,N/A,Kelantan,TELEKONG,JAJAHAN KUALA KRAI,,Land,Building,Freehold,0,,,TIDAK DINYATAKAN,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45671,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=0da49cb6-dd16-45e5-861e-d78810383f80&Inline=true,0.030000,0.010000
DA-38-62-01/2024,5e47f4de-ec17-4bbb-bec8-816f748fa360," RM 205,000.00",1,"18/04/2024, 09",1,"RM 20,500.00","PT 10754, TAMAN DESA WIRAJAYA, TAMAN DESA WIRAJAYA, 17010, PASIR MAS, Kelantan",PT 10754,N/A,N/A,N/A,Kelantan,APAM,JAJAHAN PASIR MAS,,Terrace,Building,Leasehold,0,"1,539.000000",143.000000,DI DALAM KAWASAN RIZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45673,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=c3bb9198-9de4-4b09-b10c-3c668fcf3612&Inline=true,,
DA-38-64-01/2024,a3906204-79d3-4eec-81f2-0fe10738f58f," RM 70,000.00",1,"18/04/2024, 09",1,"RM 7,000.00","PT (B) 427, PULAI CHONDONG, 16600, PULAI CHONDONG, Kelantan",PT (B) 427,N/A,N/A,N/A,Kelantan,PULAI CHONDONG,JAJAHAN MACHANG,,Terrace,Building,Freehold,0,"1,200.000000",111.480000,DI DALAM KAWASAN RIZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45675,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=36394b45-6cd4-4aa0-96e8-a259bd1ec63b&Inline=true,,
DA-38-66-01/2024,45c386f3-7d25-481b-a735-c68b30cab144," RM 1,800,000.00",1,"18/04/2024, 09",1,"RM 180,000.00","PT 301, Jalan Kota Darul Naim, 15150, Kota Bharu, Kelantan",PT 301 Seksyen 22,N/A,N/A,N/A,Kelantan,Bandar Kota Bharu,Kota Bharu,,Office Building,Building,Freehold,0,"1,969.800000",183.000000,DI DALAM KAWASAN RIZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45677,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ed4d16dd-97a7-483a-8d85-6f5a3dc14923&Inline=true,,
AA-38-43-01/2024,8fb1310e-855e-455d-8684-d42241c9272a," RM 162,000.00",1,"17/04/2024, 11",1,"RM 16,200.00","61, HALA KLEBANG RESTU 12, MEDAN KLEBANG RESTU, 31200, CHEMOR, Perak",LOT 336061,N/A,N/A,N/A,Perak,HULU KINTA,KINTA,,Terrace,Residential,Freehold,0,"1,195.000000",111.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45994,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=106c64d1-a3ef-44ad-a055-690a88528ed2&Inline=true,,
AB-38-19-01/2024,72576738-0fb7-474a-8bc0-3588afe987c4," RM 120,000.00",1,"17/04/2024, 11",1,"RM 12,000.00","NO. 820, LALUAN KLEDANG 3/2, TAMAN KLEDANG, 31100, SUNGAI SIPUT (U), Perak",Lot 24260,N/A,N/A,N/A,Perak,Sungai Siput,Kuala Kangsar,,Terrace,Building,Leasehold,0,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46363,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=95be297e-373c-4e60-90af-7325ff2a90d0&Inline=true,,
AB-38-21-01/2024,41b97939-86e8-46fa-afdc-a3ebf9c0bde8," RM 54,000.00",1,"17/04/2024, 11",1,"RM 5,400.00","LOT 10425, BUKIT MERAH LAKE TOWN, SIMPANG EMPAT, 34000, GUNONG SEMANGGOL, Perak",Lot 10425,N/A,N/A,N/A,Perak,Gunong Semanggol,Kerian,,Land,Building,Leasehold,0,,,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46365,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=1bec56e1-f18c-4b95-93d0-2e1d92bcfb61&Inline=true,0.130000,0.050000
KB-38-1129-12/2023,9c6ad488-9e58-4b2f-aea2-f6137867acb3," RM 67,500.00",1,"18/04/2024, 09",1,"RM 6,750.00","No. 374,, Lorong Sena 3C/3, Taman Sena, 09010, Bagan Sena, Kedah",PT 204,N/A,N/A,N/A,Kedah,Bagan Sena,Kulim,,Terrace,Building,Freehold,0,"1,250.000000",116.000000,Rezab Melayu,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45885,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ea777ce9-c9c5-4908-88db-2f34602fb265&Inline=true,,
KB-38-1133-12/2023,03dd4da7-b94d-49af-9624-fb8a16ba287f," RM 160,000.00",1,"18/04/2024, 09",1,"RM 16,000.00","NO. 169A, JALAN BUJANG INDAH 1/1, TAMAN LEMBAH BUJANG INDAH, 08100, BEDONG, Kedah",PT 1071,N/A,N/A,N/A,Kedah,BANDAR MERBUK,KUALA MUDA,,Terrace,Building,Freehold,980,"1,400.000000",130.000000,PENGISYTIHARAN REZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45887,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=1cf19d3f-2a7e-4176-9ca6-1653b863adcc&Inline=true,,
KB-38-1135-12/2023,34925365-0ffb-46b7-a431-0c4848be2486," RM 125,000.00",1,"18/04/2024, 09",1,"RM 12,500.00","No. 10, Lorong Jati 32-B, Taman Bandar Baru, 08100, Sungai Lalang, Kedah",11889,N/A,N/A,N/A,Kedah,Sungai Petani,Kuala Muda,,Terrace,Residential,Freehold,0,85.470000,111.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45935,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=a5439717-b863-43b7-b94b-90ed7de67b27&Inline=true,,
KB-38-1137-12/2023,3424c46d-274d-403b-9a5f-f1ce72fe3398," RM 165,000.00",1,"18/04/2024, 09",1,"RM 16,500.00","NO. 188, JALAN KEMBOJA 31/B, BANDAR AMANJAYA, 08000, SUNGAI PETANI, Kedah",PT 26572,N/A,N/A,N/A,Kedah,BANDAR AMANJAYA,KUALA MUDA,,Terrace,Building,Freehold,812,"1,400.000000",130.100000,LOT UNTUK ORANG MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45886,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=7ab4fb2f-281f-4786-944a-91fca92f8bb8&Inline=true,,
KB-38-1139-12/2023,0cc8d1ea-4a1f-4cbe-97aa-c35e4c845462," RM 140,000.00",1,"18/04/2024, 09",1,"RM 14,000.00","No. 889, Lorong Teja 19, Taman Keladi Fasa II, 08000, Sungai Petani, Kedah",11362,N/A,N/A,N/A,Kedah,Sungai Petani,Kuala Muda,,Terrace,Building,Freehold,0,111.000000,111.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45936,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ef43b240-be93-4369-9127-225a0ea3a7c8&Inline=true,,
KB-38-1141-12/2023,a47f5cff-0a52-4d9f-85cd-c51aebe6fd97," RM 180,000.00",1,"18/04/2024, 09",1,"RM 18,000.00","NO. 100, LORONG CEMPAKA 4, TAMAN CEMPAKA, 08010, BUKIT SELAMBAU, Kedah",LOT 3493,N/A,N/A,N/A,Kedah,PEKAN BUKIT SELAMBAU,KUALA MUDA,,Terrace,Building,Freehold,"1,820","3,025.000000",281.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45884,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=9c9b08e3-4bfc-425a-9b28-360fbf6a3909&Inline=true,,
KB-38-1143-12/2023,e2287959-f8d8-40f8-ba6f-5f6b971f4860," RM 160,000.00",1,"18/04/2024, 09",1,"RM 16,000.00","NO. 99B, JALAN LEMBAH MERBOK 2/2,, TAMAN LEMBAH MERBOK, 08400, MERBOK, Kedah",PT 130,N/A,N/A,N/A,Kedah,BANDAR MERBUK,KUALA MUDA,,Terrace,Residential,Freehold,878,"1,400.000000",130.000000,PENGISYTIHARAN REZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45883,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b2fbbe27-db7d-43dd-97bd-ef5fc85f2476&Inline=true,,
KB-38-1147-12/2023,a59a5163-09f1-4ed6-900c-fc10649ab5be," RM 306,180.00",1,"18/04/2024, 09",1,"RM 30,618.00","NO. F-13, LINTANG BUKIT BAYU A-3,, TAMAN BUKIT BAYU, SUNGAI LALANG, 08100, BEDONG, Kedah",Lot 40214,,N/A,N/A,Kedah,BANDAR AMANJAYA,KUALA MUDA,,Town House,Residential,Freehold,"1,318","14,187.000000","1,318.000000",,,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45937,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=3bbad6b3-eff8-47e9-8025-add420166a40&Inline=true,,
KB-38-1155-12/2023,4624be23-e439-4950-999f-9b338aba925e," RM 238,500.00",1,"18/04/2024, 09",1,"RM 23,850.00","NO 177, JALAN DESA AMAN S 10/6, SEKSYEN 10, DESA AMAN, 09410, PADANG SERAI, Kedah",LOT 2446,N/A,N/A,N/A,Kedah,PEKAN PADANG MEHA,KULIM,,Terrace,Building,Freehold,0,"2,982.000000",277.000000,NOMBOR PERSERAHAN,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45786,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=aeecf6b9-538f-4886-aaaf-8e633960a3a4&Inline=true,,
KB-38-1157-12/2023,a3d2a1c0-99f1-4349-ab13-69bb6e318a5e," RM 175,500.00",1,"18/04/2024, 09",1,"RM 17,550.00","NO 886, JALAN KEMBOJA 33, BANDAR AMANJAYA, 08000, SUNGAI PETANI, Kedah",PT 2246,N/A,N/A,N/A,Kedah,BANDAR AMANJAYA,KUALA MUDA,,Terrace,Building,Freehold,0,"1,800.000000",167.200000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45938,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ff809c1d-dc5f-4c92-af06-767dbc9703c9&Inline=true,,
KB-38-1159-12/2023,5e1971e3-5fd2-4c6f-99f8-34005f8edb44," RM 180,000.00",1,"18/04/2024, 09",1,"RM 18,000.00","No.33, Lorong 11, Taman Gurun Jaya, 08300, Gurun, Kedah",Lot.No.488,N/A,N/A,N/A,Kedah,Seksyen 11,Bandar Gurun,,Terrace,Building,Freehold,0,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45939,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=77356342-ef46-4244-9ad9-572190abdba1&Inline=true,,
KB-38-1161-12/2023,64ddb00d-f30d-433a-bb05-a6afe91e7a94," RM 259,200.00",1,"18/04/2024, 09",1,"RM 25,920.00","NO. 1011, JALAN KELISA RIA 6/12, TAMAN KELISA RIA, 08000, SUNGAI PETANI, Kedah",LOT 586,N/A,N/A,N/A,Kedah,BANDAR AMANJAYA,KUALA MUDA,,Semi-Detached,Building,Freehold,"1,803","3,961.000000",368.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45845,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=beb29955-c637-4fcb-8709-07adfe5b5f5d&Inline=true,,
DA-38-58-01/2024,95fc22c5-8b6d-4638-8113-e5900f9fee54," RM 180,000.00",1,"18/04/2024, 09",1,"RM 18,000.00","LOT 2225 (PT 1202), MUKIM DEWAN, 16800, MACHANG, Kelantan",LOT 2225,N/A,N/A,N/A,Kelantan,DEWAN,JAJAHAN MACHANG,,Detached-House,Building,Freehold,0,"4,919.000000",457.000000,DI DALAM KAWASAN RIZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45670,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=2a58e60c-7529-487f-bea9-a075ed474991&Inline=true,,
DA-38-60-01/2024,4e301f77-1213-4115-9dd9-1e61bc526980," RM 45,000.00",1,"18/04/2024, 09",1,"RM 4,500.00","LOT 3321, TELEKONG, 18000, KUALA KRAI, Kelantan",LOT 3321,N/A,N/A,N/A,Kelantan,TELEKONG,JAJAHAN KUALA KRAI,,Land,Building,Freehold,0,,,TIDAK DINYATAKAN,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45671,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=0da49cb6-dd16-45e5-861e-d78810383f80&Inline=true,0.030000,0.010000
DA-38-62-01/2024,5e47f4de-ec17-4bbb-bec8-816f748fa360," RM 205,000.00",1,"18/04/2024, 09",1,"RM 20,500.00","PT 10754, TAMAN DESA WIRAJAYA, TAMAN DESA WIRAJAYA, 17010, PASIR MAS, Kelantan",PT 10754,N/A,N/A,N/A,Kelantan,APAM,JAJAHAN PASIR MAS,,Terrace,Building,Leasehold,0,"1,539.000000",143.000000,DI DALAM KAWASAN RIZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45673,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=c3bb9198-9de4-4b09-b10c-3c668fcf3612&Inline=true,,
DA-38-64-01/2024,a3906204-79d3-4eec-81f2-0fe10738f58f," RM 70,000.00",1,"18/04/2024, 09",1,"RM 7,000.00","PT (B) 427, PULAI CHONDONG, 16600, PULAI CHONDONG, Kelantan",PT (B) 427,N/A,N/A,N/A,Kelantan,PULAI CHONDONG,JAJAHAN MACHANG,,Terrace,Building,Freehold,0,"1,200.000000",111.480000,DI DALAM KAWASAN RIZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45675,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=36394b45-6cd4-4aa0-96e8-a259bd1ec63b&Inline=true,,
DA-38-66-01/2024,45c386f3-7d25-481b-a735-c68b30cab144," RM 1,800,000.00",1,"18/04/2024, 09",1,"RM 180,000.00","PT 301, Jalan Kota Darul Naim, 15150, Kota Bharu, Kelantan",PT 301 Seksyen 22,N/A,N/A,N/A,Kelantan,Bandar Kota Bharu,Kota Bharu,,Office Building,Building,Freehold,0,"1,969.800000",183.000000,DI DALAM KAWASAN RIZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45677,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ed4d16dd-97a7-483a-8d85-6f5a3dc14923&Inline=true,,
AA-38-8-01/2024,563d346d-e9f2-428d-be5a-bacee63efbee," RM 270,000.00",1,"18/04/2024, 11",1,"RM 27,000.00","NO. 7, HALA BERCHAM SELATAN 5, BERCHAM HEIGHTS, 31400, IPOH, Perak",LOT 173833,N/A,N/A,N/A,Perak,MUKIM HULU KINTA,KINTA,,Terrace,Building,Leasehold,0,"1,195.000000",111.000000,N/A,A PRIVATE CAVEAT ENTERED PUBLIC BANK BERHAD DATED 20 APRIL 2015,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45707,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=6540fa2e-f825-4aba-a767-fbf0e5d749be&Inline=true,,
WA-38-2273-11/2023,dbfa16bd-bf2c-44e5-94ad-74b6da0b7280," RM 2,430,000.00",1,"22/04/2024, 09",1,"RM 243,000.00","No. 15-1, The Pearl @ KLCC, No. 2A, Jalan Stonor, 50450, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Lot 381 Seksyen 63,42,15,M1,Wilayah Persekutuan Kuala Lumpur,Bandar Kuala Lumpur,Kuala Lumpur,,Condominium,Building,Freehold,0,"3,972.000000",369.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46002,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=71a667ed-8de4-4ba1-b049-fb15899c4e20&Inline=true,,
WA-38-2325-11/2023,6c3a3270-4401-463d-899b-43d9dfbdc18e," RM 320,000.00",1,"22/04/2024, 09",1,"RM 32,000.00","Unit No. B-07-05, Blok B, D' Alamanda, Pudu Impian IV, No. 2, Jalan Pudu Impian, Off Jalan Pudu Ulu, 56100, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Lot 111 Seksyen 90A,345,8,M1-B,Wilayah Persekutuan Kuala Lumpur,Bandar Kuala Lumpur,Kuala Lumpur,,Serviced Apartment,Building,Leasehold,0,"1,130.200000",105.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45718,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=68b34156-906e-4c2a-a849-3d54156adbb0&Inline=true,,
WA-38-2331-11/2023,52929802-8b22-4511-b722-a6968554cfd3," RM 307,800.00",1,"22/04/2024, 09",1,"RM 30,780.00","B1-07-02, Tingkat 7, Block B1, Jalan P15, Presint 15, Park Village Condominium, 62050, Putrajaya, Wilayah Persekutuan Putrajaya","Lot 36, Presint 15",31,8,M2,Wilayah Persekutuan Putrajaya,Bandar Putrajaya,Putrajaya,,Apartment,Building,Freehold,"1,400","1,400.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45848,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=89325dc3-250d-4748-9649-964fa069be2b&Inline=true,,
WA-38-2333-11/2023,44f4b9d4-d34c-49c4-a8da-883ba044d8a3," RM 307,800.00",1,"22/04/2024, 09",1,"RM 30,780.00","Unit No B1-09-01, Tingkat 9, Block B1, Jalan P15, Presint 15, Park Village Condominium, 62050, Putrajaya, Wilayah Persekutuan Putrajaya","Lot 36, Presint 15",38,10,M2,Wilayah Persekutuan Putrajaya,Bandar Putrajaya,Putrajaya,,Condominium,Building,Freehold,"1,400","1,400.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45717,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=81920210-c430-4798-ad16-60df1df19c10&Inline=true,,
WA-38-2334-11/2023,1d278607-610f-4071-a81a-7c76468c75cb," RM 307,800.00",1,"22/04/2024, 09",1,"RM 30,780.00","Unit No B1-10-01, Tingkat 10, Block B1, Jalan P15, Presint 15, Park Village Condominium, 62050, Putrajaya, Wilayah Persekutuan Putrajaya","Lot 36, Presint 15",42,11,Block M2,Wilayah Persekutuan Putrajaya,Bandar Putrajaya,Putrajaya,,Condominium,Building,Freehold,"1,400","1,400.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45690,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ce0c7fa6-1062-4ac5-a08a-b45e652fafbc&Inline=true,,
WA-38-2342-11/2023,36867703-ce87-4df0-be3c-63311da1b69b," RM 307,800.00",1,"22/04/2024, 09",1,"RM 30,780.00","B2-06-04, 6, Block B2, Jalan P15, Presint 15, Park Villange Condominium, 62050, Putrajaya, Wilayah Persekutuan Putrajaya","Lot No 36, Presint 15",71,7,M3,Wilayah Persekutuan Putrajaya,Bandar Putrajaya,Putrajaya,,Condominium,Building,Freehold,"1,400","1,400.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45847,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=02f05890-cc01-4ae6-bbf4-be0ad09d2973&Inline=true,,
WA-38-2343-11/2023,e4b435d3-b435-46c9-bec4-50d7311fb147," RM 307,800.00",1,"22/04/2024, 09",1,"RM 30,780.00","B1-10-02, 10, Block B1, Jalan P15, Presint 15, Park Villange Condominium, 62050, Putrajaya, Wilayah Persekutuan Putrajaya","Lot No 36, Presint 15",43,11,M2,Wilayah Persekutuan Putrajaya,Bandar Putrajaya,Putrajaya,,Condominium,Building,Freehold,"1,400","1,400.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45691,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=d9ccb2dc-d3fb-450c-a9d5-ddda0fc218f0&Inline=true,,
WA-38-2344-11/2023,9c577d14-828b-4130-a26a-53c30154e6cc," RM 307,800.00",1,"22/04/2024, 09",1,"RM 30,780.00","B2-07-03, 7, Block B2, Jalan P15, Presint 15, Park Villange Condominium, 62050, Putrajaya, Wilayah Persekutuan Putrajaya","Lot No 36, Presint 15",74,8,M3,Wilayah Persekutuan Putrajaya,Bandar Putrajaya,Putrajaya,,Condominium,Building,Freehold,"1,400","1,400.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45692,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=50fd9c47-30f6-4021-aa93-e518cae11efb&Inline=true,,
